TIMESTAMP,UserID,TaskID,ViewingCondition,Task,Difficulty,TaskPhase,TruePositiveCount,TrueNegativeCount,FalsePositiveCount,FalseNegativeCount,Precision,Recall,Accuracy,F1Score,CompletionTime
1509.053,10,22,EXOCENTRIC,seperating,HARD,test,54,45,55,46,0.4954129,0.54,0.495,0.5167464,20.69995
1542.52,10,23,EXOCENTRIC,seperating,MEDIUM,test,94,100,0,6,1,0.94,0.97,0.9690722,32.40002
1556.42,10,24,EXOCENTRIC,seperating,MEDIUM,test,96,92,8,4,0.9230769,0.96,0.94,0.9411765,13.19983
1565.42,10,25,EXOCENTRIC,seperating,EASY,test,99,96,4,1,0.9611651,0.99,0.975,0.9753695,8.25
1587.17,10,26,EXOCENTRIC,seperating,HARD,test,78,96,4,22,0.9512195,0.78,0.87,0.8571428,21.18335
1600.087,10,27,EXOCENTRIC,seperating,MEDIUM,test,100,96,4,0,0.9615384,1,0.98,0.9803922,12.40015
1615.154,10,28,EXOCENTRIC,seperating,MEDIUM,test,95,95,5,5,0.95,0.95,0.95,0.95,13.66675
1627.32,10,29,EXOCENTRIC,seperating,MEDIUM,test,99,94,6,1,0.9428571,0.99,0.965,0.9658537,11.45007
1725.387,10,30,EXOCENTRIC,seperating,EASY,test,100,96,4,0,0.9615384,1,0.98,0.9803922,10.38318
1739.004,10,31,EXOCENTRIC,seperating,EASY,test,99,100,0,1,1,0.99,0.995,0.9949749,12.8501
1757.254,10,32,EXOCENTRIC,seperating,EASY,test,100,100,0,0,1,1,1,1,17.68335
1782.737,10,33,EXOCENTRIC,seperating,EASY,test,98,98,2,2,0.98,0.98,0.98,0.98,24.5
1815.27,10,34,EXOCENTRIC,seperating,HARD,test,98,81,19,2,0.8376068,0.98,0.895,0.9032258,16.3667
1834.687,10,35,EXOCENTRIC,seperating,HARD,test,92,98,2,8,0.9787234,0.92,0.95,0.9484537,18.63342
1846.17,10,36,EXOCENTRIC,seperating,HARD,test,95,92,8,5,0.9223301,0.95,0.935,0.9359606,10.51672
1969.27,10,37,EGOCENTRIC,denoising,EASY,training,100,1,149,0,0.4016064,1,0.404,0.5730659,54.70007
2014.12,10,38,EGOCENTRIC,denoising,EASY,training,100,2,148,0,0.4032258,1,0.408,0.5747126,32.45007
2141.904,10,39,EGOCENTRIC,denoising,MEDIUM,training,96,133,267,4,0.2644628,0.96,0.458,0.4146868,97.58337
2185.987,10,40,EGOCENTRIC,denoising,MEDIUM,test,100,144,256,0,0.2808989,1,0.488,0.4385965,29.46655
2226.237,10,41,EGOCENTRIC,denoising,HARD,test,98,295,355,2,0.2163355,0.98,0.524,0.3544304,37.0332
2251.137,10,42,EGOCENTRIC,denoising,HARD,test,100,280,370,0,0.212766,1,0.5066667,0.3508772,23.41675
2260.837,10,43,EGOCENTRIC,denoising,MEDIUM,test,97,242,158,3,0.3803922,0.97,0.678,0.5464789,9.116699
2275.204,10,44,EGOCENTRIC,denoising,MEDIUM,test,98,355,45,2,0.6853147,0.98,0.906,0.8065844,13.66675
2279.787,10,45,EGOCENTRIC,denoising,HARD,test,94,444,206,6,0.3133333,0.94,0.7173333,0.47,4.050049
2296.053,10,46,EGOCENTRIC,denoising,HARD,test,100,398,252,0,0.2840909,1,0.664,0.4424779,15.58325
2307.204,10,47,EGOCENTRIC,denoising,EASY,test,94,136,14,6,0.8703704,0.94,0.92,0.9038461,10.66675
2386.987,10,48,EGOCENTRIC,denoising,EASY,test,90,113,37,10,0.7086614,0.9,0.812,0.7929515,6.783203
2392.07,10,49,EGOCENTRIC,denoising,MEDIUM,test,98,309,91,2,0.5185185,0.98,0.814,0.6782007,4.100098
2401.287,10,50,EGOCENTRIC,denoising,MEDIUM,test,93,322,78,7,0.5438597,0.93,0.83,0.6863469,7.93335
2408.287,10,51,EGOCENTRIC,denoising,HARD,test,100,537,113,0,0.4694836,1,0.8493333,0.6389776,6.133301
2420.553,10,52,EGOCENTRIC,denoising,EASY,test,99,126,24,1,0.8048781,0.99,0.9,0.8878924,11.0498
2429.987,10,53,EGOCENTRIC,denoising,EASY,test,97,125,25,3,0.795082,0.97,0.888,0.8738739,8.883301
2439.62,10,54,EGOCENTRIC,denoising,EASY,test,95,122,28,5,0.7723577,0.95,0.868,0.8520179,9.133545
2469.97,10,55,EXOCENTRIC,denoising,EASY,training,100,107,43,0,0.6993007,1,0.828,0.8230453,3.533203
2491.17,10,56,EXOCENTRIC,denoising,EASY,training,100,131,19,0,0.8403361,1,0.924,0.913242,6.183105
2498.387,10,57,EXOCENTRIC,denoising,MEDIUM,training,100,229,171,0,0.3690037,1,0.658,0.5390835,2.766602
2506.087,10,58,EXOCENTRIC,denoising,MEDIUM,test,100,175,225,0,0.3076923,1,0.55,0.4705883,2.43335
2550.47,10,59,EXOCENTRIC,denoising,MEDIUM,test,100,158,242,0,0.2923976,1,0.516,0.4524887,43.30005
2570.037,10,60,EXOCENTRIC,denoising,MEDIUM,test,100,301,99,0,0.5025126,1,0.802,0.6688963,18.75
2594.77,10,61,EXOCENTRIC,denoising,EASY,test,98,142,8,2,0.9245283,0.98,0.96,0.9514563,24.1333
2613.987,10,62,EXOCENTRIC,denoising,HARD,test,99,553,97,1,0.505102,0.99,0.8693333,0.6689189,18.6333
2624.987,10,63,EXOCENTRIC,denoising,EASY,test,97,139,11,3,0.8981481,0.97,0.944,0.9326923,10.08325
2648.72,10,64,EXOCENTRIC,denoising,HARD,test,98,562,88,2,0.5268817,0.98,0.88,0.6853147,23.23315
2682.77,10,65,EXOCENTRIC,denoising,MEDIUM,test,99,371,29,1,0.7734375,0.99,0.94,0.8684211,33.59985
2734.737,10,66,EXOCENTRIC,denoising,HARD,test,100,434,216,0,0.3164557,1,0.712,0.4807692,12.33325
2744.904,10,67,EXOCENTRIC,denoising,HARD,test,100,383,267,0,0.2724796,1,0.644,0.4282655,9.533203
2747.72,10,68,EXOCENTRIC,denoising,MEDIUM,test,100,255,145,0,0.4081633,1,0.71,0.5797101,2.050049
2751.354,10,69,EXOCENTRIC,denoising,EASY,test,98,121,29,2,0.7716535,0.98,0.876,0.8634361,2.549805
2754.504,10,70,EXOCENTRIC,denoising,EASY,test,100,121,29,0,0.7751938,1,0.884,0.8733625,2.199951
2759.704,10,71,EXOCENTRIC,denoising,EASY,test,99,129,21,1,0.825,0.99,0.912,0.9,4.766602
2775.687,10,72,EXOCENTRIC,denoising,HARD,test,100,526,124,0,0.4464286,1,0.8346667,0.6172839,14.91675
93.66995,11,1,EGOCENTRIC,denoising,EASY,training,1,139,11,99,0.08333334,0.01,0.56,0.01785714,36.81651
227.4534,11,2,EGOCENTRIC,denoising,EASY,training,32,149,1,68,0.969697,0.32,0.724,0.481203,129.2167
269.9367,11,3,EGOCENTRIC,denoising,MEDIUM,training,23,400,0,77,1,0.23,0.846,0.3739837,39.71666
327.4534,11,4,EGOCENTRIC,denoising,EASY,test,40,149,1,60,0.9756098,0.4,0.756,0.5673759,48.21664
393.12,11,5,EGOCENTRIC,denoising,MEDIUM,test,37,396,4,63,0.902439,0.37,0.866,0.5248227,63.06665
448.0867,11,6,EGOCENTRIC,denoising,HARD,test,36,634,16,64,0.6923077,0.36,0.8933333,0.4736842,53.66669
490.9034,11,7,EGOCENTRIC,denoising,MEDIUM,test,43,382,18,57,0.704918,0.43,0.85,0.5341615,41.96667
537.3701,11,8,EGOCENTRIC,denoising,EASY,test,48,145,5,52,0.9056604,0.48,0.772,0.6274509,45.5
593.0867,11,9,EGOCENTRIC,denoising,MEDIUM,test,34,397,3,66,0.9189189,0.34,0.862,0.4963504,54.68335
664.4368,11,10,EGOCENTRIC,denoising,HARD,test,36,636,14,64,0.72,0.36,0.896,0.48,70.3667
716.4534,11,11,EGOCENTRIC,denoising,EASY,test,35,150,0,65,1,0.35,0.74,0.5185185,50.90002
778.17,11,12,EGOCENTRIC,denoising,EASY,test,39,150,0,61,1,0.39,0.756,0.5611511,55.64996
866.9201,11,13,EGOCENTRIC,denoising,HARD,test,36,627,23,64,0.6101695,0.36,0.884,0.4528302,87.83337
932.0534,11,14,EGOCENTRIC,denoising,HARD,test,34,632,18,66,0.6538461,0.34,0.888,0.4473684,64.35004
976.6368,11,15,EGOCENTRIC,denoising,EASY,test,38,145,5,62,0.8837209,0.38,0.732,0.5314685,43.68335
1046.12,11,16,EGOCENTRIC,denoising,HARD,test,41,616,34,59,0.5466667,0.41,0.876,0.4685714,68.63336
1120.437,11,17,EGOCENTRIC,denoising,MEDIUM,test,44,391,9,56,0.8301887,0.44,0.87,0.5751634,73.31665
1198.37,11,18,EGOCENTRIC,denoising,MEDIUM,test,36,389,11,64,0.7659575,0.36,0.85,0.4897959,76.83337
1272.07,11,19,EXOCENTRIC,denoising,EASY,training,21,150,0,79,1,0.21,0.684,0.3471074,53.18335
1290.203,11,20,EXOCENTRIC,denoising,EASY,training,83,147,3,17,0.9651163,0.83,0.92,0.8924731,10.9834
1377.703,11,21,EXOCENTRIC,denoising,MEDIUM,training,92,383,17,8,0.8440367,0.92,0.95,0.8803828,71.81677
1443.203,11,22,EXOCENTRIC,denoising,EASY,test,100,142,8,0,0.9259259,1,0.968,0.9615384,56.81665
1559.737,11,23,EXOCENTRIC,denoising,HARD,test,95,632,18,5,0.840708,0.95,0.9693334,0.8920188,115.65
1608.97,11,24,EXOCENTRIC,denoising,HARD,test,98,625,25,2,0.796748,0.98,0.964,0.8789238,48.45007
1671.737,11,25,EXOCENTRIC,denoising,HARD,test,89,631,19,11,0.8240741,0.89,0.96,0.8557692,61.93335
1723.787,11,26,EXOCENTRIC,denoising,MEDIUM,test,79,395,5,21,0.9404762,0.79,0.948,0.8586957,51.33337
1769.87,11,27,EXOCENTRIC,denoising,MEDIUM,test,86,388,12,14,0.877551,0.86,0.948,0.8686869,45.05005
1821.72,11,28,EXOCENTRIC,denoising,MEDIUM,test,98,381,19,2,0.8376068,0.98,0.958,0.9032258,50.93335
1856.27,11,29,EXOCENTRIC,denoising,EASY,test,95,140,10,5,0.9047619,0.95,0.94,0.9268293,33.65015
1964.987,11,30,EXOCENTRIC,denoising,HARD,test,77,635,15,23,0.8369565,0.77,0.9493333,0.8020833,103.5334
1998.337,11,31,EXOCENTRIC,denoising,EASY,test,76,149,1,24,0.987013,0.76,0.9,0.8587571,32.46667
2060.37,11,32,EXOCENTRIC,denoising,MEDIUM,test,72,391,9,28,0.8888889,0.72,0.926,0.7955801,61.18323
2090.237,11,33,EXOCENTRIC,denoising,HARD,test,95,632,18,5,0.840708,0.95,0.9693334,0.8920188,28.84985
2131.42,11,34,EXOCENTRIC,denoising,EASY,test,84,146,4,16,0.9545454,0.84,0.92,0.893617,40.06665
2173.887,11,35,EXOCENTRIC,denoising,MEDIUM,test,78,397,3,22,0.962963,0.78,0.95,0.8618785,41.6001
2212.587,11,36,EXOCENTRIC,denoising,EASY,test,76,147,3,24,0.9620253,0.76,0.892,0.849162,37.81665
2284.87,11,37,EGOCENTRIC,seperating,EASY,training,79,13,87,21,0.4759036,0.79,0.46,0.593985,47.61646
2319.32,11,38,EGOCENTRIC,seperating,EASY,training,99,95,5,1,0.9519231,0.99,0.97,0.9705882,29.78345
2349.887,11,39,EGOCENTRIC,seperating,MEDIUM,training,96,99,1,4,0.9896907,0.96,0.975,0.9746193,27.8667
2423.104,11,40,EGOCENTRIC,seperating,HARD,test,89,92,8,11,0.9175258,0.89,0.905,0.9035533,69.59985
2452.637,11,41,EGOCENTRIC,seperating,EASY,test,98,100,0,2,1,0.98,0.99,0.989899,28.5166
2484.57,11,42,EGOCENTRIC,seperating,MEDIUM,test,100,99,1,0,0.990099,1,0.995,0.9950249,30.9834
2501.337,11,43,EGOCENTRIC,seperating,MEDIUM,test,96,98,2,4,0.9795918,0.96,0.97,0.9696969,15.71655
2538.537,11,44,EGOCENTRIC,seperating,EASY,test,98,99,1,2,0.989899,0.98,0.985,0.9849247,36.3833
2585.454,11,45,EGOCENTRIC,seperating,HARD,test,84,97,3,16,0.9655172,0.84,0.905,0.8983957,45.96655
2620.87,11,46,EGOCENTRIC,seperating,EASY,test,98,99,1,2,0.989899,0.98,0.985,0.9849247,34.4668
2670.104,11,47,EGOCENTRIC,seperating,MEDIUM,test,87,95,5,13,0.9456522,0.87,0.91,0.9062501,48.3833
2728.787,11,48,EGOCENTRIC,seperating,HARD,test,57,98,2,43,0.9661017,0.57,0.775,0.7169811,52.31665
2781.137,11,49,EGOCENTRIC,seperating,EASY,test,50,100,0,50,1,0.5,0.75,0.6666667,51.46655
2783.404,11,50,EGOCENTRIC,seperating,HARD,test,100,0,100,0,0.5,1,0.5,0.6666667,1.31665
2874.637,11,51,EGOCENTRIC,seperating,MEDIUM,test,63,46,54,37,0.5384616,0.63,0.545,0.5806452,89.7666
2931.354,11,52,EGOCENTRIC,seperating,EASY,test,59,49,51,41,0.5363637,0.59,0.54,0.5619048,55.8999
2990.02,11,53,EGOCENTRIC,seperating,MEDIUM,test,69,38,62,31,0.5267175,0.69,0.535,0.5974026,57.8667
3064.854,11,54,EGOCENTRIC,seperating,HARD,test,88,20,80,12,0.5238096,0.88,0.54,0.6567165,74
3095.32,11,55,EXOCENTRIC,seperating,EASY,training,93,99,1,7,0.9893617,0.93,0.96,0.9587629,9.43335
3112.054,11,56,EXOCENTRIC,seperating,EASY,training,89,99,1,11,0.9888889,0.89,0.94,0.9368421,14.5166
3124.854,11,57,EXOCENTRIC,seperating,MEDIUM,training,94,97,3,6,0.9690722,0.94,0.955,0.9543147,10.18335
3151.97,11,58,EXOCENTRIC,seperating,EASY,test,99,100,0,1,1,0.99,0.995,0.9949749,12.2168
3176.404,11,59,EXOCENTRIC,seperating,MEDIUM,test,99,97,3,1,0.9705882,0.99,0.98,0.980198,23.4668
3217.42,11,60,EXOCENTRIC,seperating,MEDIUM,test,96,97,3,4,0.969697,0.96,0.965,0.9648241,39.8833
3239.054,11,61,EXOCENTRIC,seperating,MEDIUM,test,99,96,4,1,0.9611651,0.99,0.975,0.9753695,20.80005
3259.637,11,62,EXOCENTRIC,seperating,EASY,test,100,98,2,0,0.9803922,1,0.99,0.990099,19.6167
3285.737,11,63,EXOCENTRIC,seperating,MEDIUM,test,98,99,1,2,0.989899,0.98,0.985,0.9849247,25.1499
3316.604,11,64,EXOCENTRIC,seperating,MEDIUM,test,97,99,1,3,0.9897959,0.97,0.98,0.979798,30
3336.137,11,65,EXOCENTRIC,seperating,HARD,test,95,96,4,5,0.959596,0.95,0.955,0.9547738,18.75
3369.954,11,66,EXOCENTRIC,seperating,HARD,test,91,95,5,9,0.9479167,0.91,0.93,0.9285715,30.31665
3394.271,11,67,EXOCENTRIC,seperating,HARD,test,96,92,8,4,0.9230769,0.96,0.94,0.9411765,23.3335
3426.404,11,68,EXOCENTRIC,seperating,EASY,test,99,99,1,1,0.99,0.99,0.99,0.99,31.31689
3444.92,11,69,EXOCENTRIC,seperating,EASY,test,100,99,1,0,0.990099,1,0.995,0.9950249,17.51685
3473.82,11,70,EXOCENTRIC,seperating,HARD,test,96,95,5,4,0.9504951,0.96,0.955,0.9552239,28.0166
3504.054,11,71,EXOCENTRIC,seperating,HARD,test,89,95,5,11,0.9468085,0.89,0.92,0.9175258,28.91675
3529.854,11,72,EXOCENTRIC,seperating,EASY,test,99,98,2,1,0.980198,0.99,0.985,0.9850746,24.93335
112.62,12,1,EXOCENTRIC,seperating,EASY,training,100,23,77,0,0.5649717,1,0.615,0.7220217,52.43333
146.3367,12,2,EXOCENTRIC,seperating,EASY,training,100,3,97,0,0.5076142,1,0.515,0.6734007,26.58332
203.57,12,3,EXOCENTRIC,seperating,MEDIUM,training,99,97,3,1,0.9705882,0.99,0.98,0.980198,41.1667
326.2367,12,4,EXOCENTRIC,seperating,MEDIUM,test,91,100,0,9,1,0.91,0.955,0.9528795,100.0333
417.1534,12,5,EXOCENTRIC,seperating,EASY,test,100,99,1,0,0.990099,1,0.995,0.9950249,89.29999
486.1367,12,6,EXOCENTRIC,seperating,EASY,test,98,99,1,2,0.989899,0.98,0.985,0.9849247,67.88333
540.3034,12,7,EXOCENTRIC,seperating,MEDIUM,test,96,98,2,4,0.9795918,0.96,0.97,0.9696969,53.10001
613.4868,12,8,EXOCENTRIC,seperating,HARD,test,99,92,8,1,0.9252337,0.99,0.955,0.9565218,72.08337
658.5534,12,9,EXOCENTRIC,seperating,EASY,test,100,100,0,0,1,1,1,1,44.21667
793.4034,12,10,EXOCENTRIC,seperating,HARD,test,60,99,1,40,0.9836066,0.6,0.795,0.7453417,134.0667
854.1868,12,11,EXOCENTRIC,seperating,MEDIUM,test,93,100,0,7,1,0.93,0.965,0.9637306,58.93329
906.3535,12,12,EXOCENTRIC,seperating,EASY,test,98,100,0,2,1,0.98,0.99,0.989899,25.56671
959.5201,12,13,EXOCENTRIC,seperating,MEDIUM,test,97,98,2,3,0.979798,0.97,0.975,0.9748744,52.19995
976.5867,12,14,EXOCENTRIC,seperating,EASY,test,100,100,0,0,1,1,1,1,16.28333
1060.653,12,15,EXOCENTRIC,seperating,HARD,test,90,97,3,10,0.9677419,0.9,0.935,0.9326425,83.14996
1096.437,12,16,EXOCENTRIC,seperating,HARD,test,89,98,2,11,0.978022,0.89,0.935,0.9319372,35.08337
1120.187,12,17,EXOCENTRIC,seperating,MEDIUM,test,99,97,3,1,0.9705882,0.99,0.98,0.980198,22.51672
1216.903,12,18,EXOCENTRIC,seperating,HARD,test,63,40,60,37,0.5121951,0.63,0.515,0.5650224,95.6167
1319.987,12,19,EGOCENTRIC,seperating,EASY,training,100,95,5,0,0.952381,1,0.975,0.9756098,37.00012
1377.57,12,20,EGOCENTRIC,seperating,EASY,training,100,100,0,0,1,1,1,1,49.5
1411.47,12,21,EGOCENTRIC,seperating,MEDIUM,training,100,94,6,0,0.9433962,1,0.97,0.9708738,29.75
1619.67,12,22,EGOCENTRIC,seperating,EASY,test,100,100,0,0,1,1,1,1,16.98328
1636.953,12,23,EGOCENTRIC,seperating,EASY,test,100,99,1,0,0.990099,1,0.995,0.9950249,16.23328
1731.42,12,24,EGOCENTRIC,seperating,MEDIUM,test,95,93,7,5,0.9313725,0.95,0.94,0.9405941,93.75
1812.537,12,25,EGOCENTRIC,seperating,HARD,test,98,77,23,2,0.8099173,0.98,0.875,0.8868778,80.31665
1837.72,12,26,EGOCENTRIC,seperating,EASY,test,98,99,1,2,0.989899,0.98,0.985,0.9849247,24.50012
1918.203,12,27,EGOCENTRIC,seperating,HARD,test,92,90,10,8,0.9019608,0.92,0.91,0.9108911,79.61658
1958.454,12,28,EGOCENTRIC,seperating,MEDIUM,test,93,98,2,7,0.9789473,0.93,0.955,0.9538462,39.45007
1989.254,12,29,EGOCENTRIC,seperating,EASY,test,99,99,1,1,0.99,0.99,0.99,0.99,30.1333
2136.82,12,30,EGOCENTRIC,seperating,HARD,test,92,97,3,8,0.968421,0.92,0.945,0.9435897,68.93335
2164.954,12,31,EGOCENTRIC,seperating,HARD,test,82,95,5,18,0.9425287,0.82,0.885,0.8770053,27.41675
2181.354,12,32,EGOCENTRIC,seperating,MEDIUM,test,91,100,0,9,1,0.91,0.955,0.9528795,15.75
2220.27,12,33,EGOCENTRIC,seperating,MEDIUM,test,98,100,0,2,1,0.98,0.99,0.989899,38.3501
2243.32,12,34,EGOCENTRIC,seperating,EASY,test,97,100,0,3,1,0.97,0.985,0.9847716,21.78345
2265.17,12,35,EGOCENTRIC,seperating,MEDIUM,test,95,99,1,5,0.9895833,0.95,0.97,0.9693877,21.23315
2295.987,12,36,EGOCENTRIC,seperating,HARD,test,87,96,4,13,0.956044,0.87,0.915,0.9109948,30.19995
2357.87,12,37,EXOCENTRIC,denoising,EASY,training,99,146,4,1,0.9611651,0.99,0.98,0.9753695,42.8667
2433.904,12,38,EXOCENTRIC,denoising,EASY,training,98,144,6,2,0.9423077,0.98,0.968,0.9607843,60.06665
2486.887,12,39,EXOCENTRIC,denoising,MEDIUM,training,98,393,7,2,0.9333333,0.98,0.982,0.9560975,47.5
2526.37,12,40,EXOCENTRIC,denoising,EASY,test,97,144,6,3,0.9417475,0.97,0.964,0.9556651,30.7334
2600.054,12,41,EXOCENTRIC,denoising,HARD,test,79,640,10,21,0.8876405,0.79,0.9586667,0.8359789,72.7168
2639.387,12,42,EXOCENTRIC,denoising,HARD,test,97,629,21,3,0.8220339,0.97,0.968,0.8899083,38.81665
2656.237,12,43,EXOCENTRIC,denoising,EASY,test,96,141,9,4,0.9142857,0.96,0.948,0.9365854,16.16675
2686.12,12,44,EXOCENTRIC,denoising,MEDIUM,test,92,391,9,8,0.9108911,0.92,0.966,0.9154229,28.93335
2712.42,12,45,EXOCENTRIC,denoising,MEDIUM,test,93,392,8,7,0.9207921,0.93,0.97,0.9253731,25.83325
2739.77,12,46,EXOCENTRIC,denoising,MEDIUM,test,89,394,6,11,0.9368421,0.89,0.966,0.9128205,26.8501
2773.237,12,47,EXOCENTRIC,denoising,EASY,test,96,145,5,4,0.9504951,0.96,0.964,0.9552239,32.8501
2876.587,12,48,EXOCENTRIC,denoising,EASY,test,92,146,4,8,0.9583333,0.92,0.952,0.9387755,39.7666
2932.12,12,49,EXOCENTRIC,denoising,HARD,test,92,634,16,8,0.8518519,0.92,0.968,0.8846154,54.8833
2977.87,12,50,EXOCENTRIC,denoising,MEDIUM,test,89,393,7,11,0.9270833,0.89,0.964,0.9081632,45.15015
3034.07,12,51,EXOCENTRIC,denoising,HARD,test,85,637,13,15,0.8673469,0.85,0.9626667,0.8585859,55.53345
3085.637,12,52,EXOCENTRIC,denoising,MEDIUM,test,92,386,14,8,0.8679245,0.92,0.956,0.8932039,50.06665
3116.754,12,53,EXOCENTRIC,denoising,EASY,test,95,143,7,5,0.9313725,0.95,0.952,0.9405941,30.33325
3150.754,12,54,EXOCENTRIC,denoising,HARD,test,90,636,14,10,0.8653846,0.9,0.968,0.8823529,33.4668
3190.387,12,55,EGOCENTRIC,denoising,EASY,training,99,145,5,1,0.9519231,0.99,0.976,0.9705882,20.4834
3214.654,12,56,EGOCENTRIC,denoising,EASY,training,95,141,9,5,0.9134616,0.95,0.944,0.9313726,21.66675
3232.837,12,57,EGOCENTRIC,denoising,MEDIUM,training,81,391,9,19,0.9,0.81,0.944,0.8526316,16.83325
3256.187,12,58,EGOCENTRIC,denoising,EASY,test,98,144,6,2,0.9423077,0.98,0.968,0.9607843,19.3667
3291.604,12,59,EGOCENTRIC,denoising,MEDIUM,test,94,385,15,6,0.8623853,0.94,0.958,0.8995215,34.8501
3317.604,12,60,EGOCENTRIC,denoising,EASY,test,94,144,6,6,0.94,0.94,0.952,0.94,25.43335
3352.204,12,61,EGOCENTRIC,denoising,HARD,test,95,619,31,5,0.7539682,0.95,0.952,0.8407079,33.86646
3382.021,12,62,EGOCENTRIC,denoising,HARD,test,92,616,34,8,0.7301587,0.92,0.944,0.8141593,29.3501
3409.754,12,63,EGOCENTRIC,denoising,EASY,test,92,140,10,8,0.9019608,0.92,0.928,0.9108911,27.16675
3439.687,12,64,EGOCENTRIC,denoising,MEDIUM,test,88,391,9,12,0.9072165,0.88,0.958,0.893401,29.3501
3470.154,12,65,EGOCENTRIC,denoising,HARD,test,91,623,27,9,0.7711864,0.91,0.952,0.8348624,29.76685
3494.22,12,66,EGOCENTRIC,denoising,MEDIUM,test,80,395,5,20,0.9411765,0.8,0.95,0.8648649,20.6001
3515.004,12,67,EGOCENTRIC,denoising,HARD,test,81,632,18,19,0.8181818,0.81,0.9506667,0.8140703,20.1665
3544.987,12,68,EGOCENTRIC,denoising,HARD,test,87,637,13,13,0.87,0.87,0.9653333,0.87,29.3999
3562.72,12,69,EGOCENTRIC,denoising,EASY,test,91,137,13,9,0.875,0.91,0.912,0.8921568,17.1001
3590.354,12,70,EGOCENTRIC,denoising,EASY,test,96,142,8,4,0.9230769,0.96,0.952,0.9411765,26.9834
3611.787,12,71,EGOCENTRIC,denoising,MEDIUM,test,92,387,13,8,0.8761905,0.92,0.958,0.897561,20.3667
3644.987,12,72,EGOCENTRIC,denoising,MEDIUM,test,91,391,9,9,0.91,0.91,0.964,0.91,31.96655
111.7532,13,1,EXOCENTRIC,denoising,EASY,training,93,146,4,7,0.9587629,0.93,0.956,0.9441624,44.1166
154.9364,13,2,EXOCENTRIC,denoising,EASY,training,99,143,7,1,0.9339623,0.99,0.968,0.961165,31.93329
212.1864,13,3,EXOCENTRIC,denoising,MEDIUM,training,97,382,18,3,0.8434783,0.97,0.958,0.9023256,35.48329
287.2863,13,4,EXOCENTRIC,denoising,HARD,test,98,620,30,2,0.765625,0.98,0.9573333,0.8596491,52.71664
350.6862,13,5,EXOCENTRIC,denoising,HARD,test,97,627,23,3,0.8083333,0.97,0.9653333,0.8818182,61.91656
390.4861,13,6,EXOCENTRIC,denoising,HARD,test,80,642,8,20,0.9090909,0.8,0.9626667,0.8510638,38.84995
416.8194,13,7,EXOCENTRIC,denoising,MEDIUM,test,86,396,4,14,0.9555556,0.86,0.964,0.9052632,25.29996
451.1027,13,8,EXOCENTRIC,denoising,EASY,test,99,145,5,1,0.9519231,0.99,0.976,0.9705882,33.44998
472.386,13,9,EXOCENTRIC,denoising,EASY,test,99,140,10,1,0.9082569,0.99,0.956,0.9473684,20.58325
502.3693,13,10,EXOCENTRIC,denoising,HARD,test,95,634,16,5,0.8558559,0.95,0.972,0.900474,28.56662
536.6193,13,11,EXOCENTRIC,denoising,MEDIUM,test,92,378,22,8,0.8070176,0.92,0.94,0.8598131,32.58325
616.2692,13,12,EXOCENTRIC,denoising,EASY,test,100,141,9,0,0.9174312,1,0.964,0.9569378,18.40002
642.1025,13,13,EXOCENTRIC,denoising,MEDIUM,test,93,390,10,7,0.9029126,0.93,0.966,0.9162561,24.43329
667.9358,13,14,EXOCENTRIC,denoising,MEDIUM,test,89,394,6,11,0.9368421,0.89,0.966,0.9128205,24.84998
711.4523,13,15,EXOCENTRIC,denoising,MEDIUM,test,82,392,8,18,0.9111111,0.82,0.948,0.8631579,41.99994
740.6356,13,16,EXOCENTRIC,denoising,HARD,test,88,631,19,12,0.8224299,0.88,0.9586667,0.8502415,28.18323
770.9856,13,17,EXOCENTRIC,denoising,EASY,test,95,147,3,5,0.9693878,0.95,0.968,0.9595959,29.56659
804.3856,13,18,EXOCENTRIC,denoising,EASY,test,89,148,2,11,0.978022,0.89,0.948,0.9319372,32.18335
848.5854,13,19,EGOCENTRIC,denoising,EASY,training,89,124,26,11,0.773913,0.89,0.852,0.827907,22.59991
900.8188,13,20,EGOCENTRIC,denoising,EASY,training,68,146,4,32,0.9444444,0.68,0.856,0.7906976,41.96661
945.5353,13,21,EGOCENTRIC,denoising,MEDIUM,training,86,362,38,14,0.6935484,0.86,0.896,0.7678572,37.63324
980.2186,13,22,EGOCENTRIC,denoising,EASY,test,70,133,17,30,0.8045977,0.7,0.812,0.7486631,25.33325
1018.435,13,23,EGOCENTRIC,denoising,MEDIUM,test,63,367,33,37,0.65625,0.63,0.86,0.6428571,32.83325
1069.669,13,24,EGOCENTRIC,denoising,EASY,test,20,129,21,80,0.4878049,0.2,0.596,0.2836879,50.49994
1112.652,13,25,EGOCENTRIC,denoising,HARD,test,79,593,57,21,0.5808824,0.79,0.896,0.6694915,41.78333
1149.785,13,26,EGOCENTRIC,denoising,HARD,test,57,586,64,43,0.4710744,0.57,0.8573334,0.5158371,35.7832
1170.352,13,27,EGOCENTRIC,denoising,HARD,test,38,604,46,62,0.452381,0.38,0.856,0.4130435,19.36658
1219.635,13,28,EGOCENTRIC,denoising,MEDIUM,test,61,360,40,39,0.6039604,0.61,0.842,0.6069652,48.5332
1234.802,13,29,EGOCENTRIC,denoising,EASY,test,84,126,24,16,0.7777778,0.84,0.84,0.8076923,14.0166
